[RECRUITMENT]
Date	17/05/23 08:33:03
Fichier	1684312383672.txt
Ventilateur	36373 
Système	3.0 
Version	3.0.1.61201 
Statut du contrôle avant utilisation	Succès
Dernière exécution du contrôle avant utilisation	13/05/23 15:43:55
Date format	dd/MM/yy
Language setting	fr_FR
Decimal separator	COMMA
==========
Heure de démarrage de la manœuvre de recrutement	08:06:03
Heure de fin de la manœuvre de recrutement	08:36:03
Plage horaire	30 Minutes

[DATA]
Durée	Cdyn (ml/cmH2O)	Fin PI (cmH2O)	PEP (cmH2O)	Vce (ml)	Vci (ml)	Pmotrice (cmH2O)	I:E ()	FR (resp/min)	IS ()
08:20:18	26,5	24	10	386	381	14	1 : 1,6	26	1,07	
08:20:20	26,7	24	10	386	380	14	1 : 1,6	26	1,07	
08:20:22	26,7	24	10	382	379	14	1 : 1,6	26	1,06	
08:20:25	26,9	24	10	385	380	14	1 : 1,5	26	1,07	
08:20:27	27,2	24	10	387	380	14	1 : 1,6	26	1,07	
08:20:29	27,3	24	10	386	379	14	1 : 1,6	26	1,06	
08:20:31	27,5	24	10	386	379	14	1 : 1,6	26	1,05	
08:20:34	27,3	24	10	385	380	14	1 : 1,6	26	1,06	
08:20:36	27,4	24	9,8	387	380	14	1 : 1,6	26	1,04	
08:20:38	27,1	24	10	385	379	14	1 : 1,6	26	1,04	
08:20:41	27,1	24	9,9	386	380	14	1 : 1,5	26	1,03	
08:20:43	27,0	24	9,8	388	380	14	1 : 1,6	26	1,03	
08:20:45	26,8	24	9,9	386	380	14	1 : 1,6	26	1,03	
08:20:48	26,9	24	10	385	378	14	1 : 1,6	26	1,05	
08:20:50	26,5	25	9,9	386	379	15	1 : 1,6	26	1,06	
08:20:52	26,5	25	10	385	379	15	1 : 1,6	26	1,05	
08:20:55	26,1	25	9,9	382	380	15	1 : 1,5	26	1,06	
08:20:57	26,1	25	9,9	385	380	15	1 : 1,6	26	1,06	
08:20:59	26,1	24	9,9	384	380	15	1 : 1,5	26	1,05	
08:21:01	26,5	24	10	385	382	14	1 : 1,5	26	1,05	
08:21:04	26,5	24	10	386	380	14	1 : 1,6	26	1,05	
08:21:06	26,8	24	10	385	380	14	1 : 1,5	26	1,06	
08:21:08	27,0	24	10	384	379	14	1 : 1,5	26	1,07	
08:21:11	27,1	24	10	384	378	14	1 : 1,5	26	1,07	
08:21:13	27,2	24	10	386	380	14	1 : 1,6	26	1,06	
08:21:15	27,1	24	10	384	379	14	1 : 1,6	26	1,06	
08:21:18	27,3	24	9,8	384	379	14	1 : 1,5	26	1,05	
08:21:20	27,1	24	10	386	381	14	1 : 1,6	26	1,05	
08:21:22	27,0	24	9,9	386	381	14	1 : 1,6	26	1,07	
08:21:25	26,9	24	10	385	380	14	1 : 1,6	26	1,07	
08:21:27	26,5	25	10	383	379	15	1 : 1,5	26	1,06	
08:21:29	26,3	25	10	382	378	15	1 : 1,6	26	1,06	
08:21:31	26,2	25	9,9	387	381	15	1 : 1,6	26	1,06	
08:21:34	26,0	25	9,9	383	380	15	1 : 1,5	26	1,07	
08:21:36	26,5	24	10	388	382	14	1 : 1,5	26	1,08	
08:21:38	26,7	24	10	384	378	14	1 : 1,6	26	1,09	
08:21:41	27,1	24	10	385	379	14	1 : 1,5	26	1,07	
08:21:43	27,2	24	10	386	380	14	1 : 1,5	26	1,06	
08:21:45	27,3	24	10	385	380	14	1 : 1,6	26	1,04	
08:21:48	27,2	24	10	385	380	14	1 : 1,5	26	1,04	
08:21:50	27,1	24	9,9	387	382	14	1 : 1,5	26	1,05	
08:21:52	26,7	24	10	383	378	14	1 : 1,5	26	1,05	
08:21:55	26,5	25	10	384	379	15	1 : 1,6	26	1,04	
08:21:57	26,3	25	10	383	380	15	1 : 1,6	26	1,03	
08:21:59	26,0	25	9,9	384	382	15	1 : 1,5	26	1,03	
08:22:01	26,2	25	9,9	383	378	15	1 : 1,5	26	1,04	
08:22:04	26,2	24	10	385	380	14	1 : 1,6	26	1,05	
08:22:06	26,6	24	10	386	379	14	1 : 1,6	26	1,06	
08:22:08	26,9	24	10	384	379	14	1 : 1,5	26	1,06	
08:22:11	27,5	24	10	387	379	14	1 : 1,6	26	1,06	
08:22:13	27,2	24	9,9	384	379	14	1 : 1,6	26	1,05	
08:22:15	27,1	24	10	386	379	14	1 : 1,6	26	1,05	
08:22:18	26,9	24	9,9	386	381	14	1 : 1,5	26	1,06	
08:22:20	26,8	24	10	386	380	14	1 : 1,5	26	1,06	
08:22:22	26,5	25	9,9	384	380	15	1 : 1,5	26	1,06	
08:22:25	26,2	25	10	382	378	15	1 : 1,6	26	1,05	
08:22:27	26,0	25	9,9	382	379	15	1 : 1,5	26	1,05	
08:22:29	26,2	25	9,9	385	379	15	1 : 1,5	26	1,05	
08:22:32	26,3	24	10	386	381	14	1 : 1,5	26	1,06	
08:22:34	26,6	24	10	386	381	14	1 : 1,6	26	1,06	
08:22:36	26,8	24	10	382	380	14	1 : 1,5	26	1,07	
08:22:38	27,1	24	10	386	380	14	1 : 1,5	26	1,06	
08:22:41	27,4	24	10	385	378	14	1 : 1,6	26	1,05	
08:22:43	27,5	24	9,9	386	378	14	1 : 1,6	26	1,04	
08:22:45	27,2	24	10	383	379	14	1 : 1,6	26	1,04	
08:22:48	27,1	24	9,9	386	381	14	1 : 1,5	26	1,05	
08:22:50	26,6	24	10	385	381	14	1 : 1,6	26	1,04	
08:22:52	26,4	25	10	384	379	15	1 : 1,6	26	1,04	
08:22:55	26,1	25	9,9	381	378	15	1 : 1,6	26	1,02	
08:22:57	26,1	24	9,9	382	378	15	1 : 1,6	26	1,03	
08:22:59	26,5	24	10	386	379	14	1 : 1,6	26	1,04	
08:23:02	26,5	24	10	385	380	14	1 : 1,6	26	1,06	
08:23:04	26,8	24	10	384	377	14	1 : 1,6	26	1,06	
08:23:06	27,3	24	10	386	378	14	1 : 1,6	26	1,05	
08:23:08	27,2	24	10	386	380	14	1 : 1,6	26	1,04	
08:23:11	27,2	24	9,9	384	378	14	1 : 1,6	26	1,03	
08:23:13	27,0	24	9,9	383	381	14	1 : 1,5	26	1,04	
08:23:15	26,8	24	9,9	386	381	14	1 : 1,6	26	1,04	
08:23:18	26,6	25	10	384	380	14	1 : 1,6	26	1,04	
08:23:20	26,3	25	10	384	380	15	1 : 1,6	26	1,03	
08:23:22	26,0	25	9,9	380	377	15	1 : 1,6	26	1,03	
08:23:25	26,0	25	9,9	384	380	15	1 : 1,6	26	1,03	
08:23:27	26,3	24	10	386	380	14	1 : 1,6	26	1,05	
08:23:29	26,6	24	10	387	379	14	1 : 1,6	26	1,06	
08:23:32	26,7	24	10	385	381	14	1 : 1,6	26	1,06	
08:23:34	27,1	24	10	384	379	14	1 : 1,5	26	1,05	
08:23:36	27,1	24	10	385	379	14	1 : 1,5	26	1,04	
08:23:39	27,0	24	9,8	384	379	14	1 : 1,6	26	1,04	
08:23:41	27,0	24	10	385	379	14	1 : 1,6	26	1,04	
08:23:43	26,9	24	9,9	385	380	15	1 : 1,6	26	1,04	
08:23:45	26,9	24	9,9	386	380	14	1 : 1,6	26	1,04	
08:23:48	26,7	25	10	384	382	14	1 : 1,6	26	1,04	
08:23:50	26,6	25	10	387	382	15	1 : 1,6	26	1,03	
08:23:52	26,3	25	10	383	379	15	1 : 1,6	26	1,03	
08:23:55	26,1	25	9,9	382	379	15	1 : 1,5	26	1,04	
08:23:57	25,9	25	9,9	383	380	15	1 : 1,6	26	1,05	
08:23:59	26,3	24	10	386	379	14	1 : 1,6	26	1,05	
08:24:02	26,5	24	10	385	380	14	1 : 1,6	26	1,06	
08:24:04	26,6	24	10	384	378	14	1 : 1,6	26	1,06	
08:24:06	27,1	24	10	386	378	14	1 : 1,6	26	1,05	
08:24:09	27,0	24	10	384	383	14	1 : 1,6	26	1,04	
08:24:11	26,9	24	10	383	383	14	1 : 1,6	26	1,03	
08:24:13	27,0	24	10	387	380	14	1 : 1,5	26	1,03	
08:24:15	26,8	24	9,9	384	378	15	1 : 1,6	26	1,04	
08:24:18	26,7	24	9,9	385	382	14	1 : 1,5	26	1,04	
08:24:20	26,5	24	10	384	379	15	1 : 1,5	26	1,03	
08:24:22	26,3	25	10	384	382	15	1 : 1,5	26	1,03	
08:24:25	25,9	25	10	381	380	15	1 : 1,5	26	1,04	
08:24:27	26,0	25	9,9	384	380	15	1 : 1,5	26	1,05	
08:24:29	25,8	25	9,9	383	378	15	1 : 1,5	26	1,05	
08:24:32	25,9	25	9,9	385	380	15	1 : 1,6	26	1,05	
08:24:34	25,8	25	9,9	384	380	15	1 : 1,6	26	1,05	
08:24:36	26,0	25	10	387	381	15	1 : 1,6	26	1,04	
08:24:39	26,2	24	10	388	380	14	1 : 1,6	26	1,04	
08:24:41	26,5	24	10	386	380	14	1 : 1,6	26	1,05	
08:24:43	26,6	24	10	384	378	14	1 : 1,6	26	1,05	
08:24:45	26,8	24	10	385	380	14	1 : 1,6	26	1,06	
08:24:48	27,0	24	10	384	378	14	1 : 1,6	26	1,06	
08:24:50	26,9	24	10	384	381	14	1 : 1,6	26	1,07	
08:24:52	27,0	24	10	385	381	14	1 : 1,6	26	1,06	
08:24:55	27,1	24	10	385	379	14	1 : 1,6	26	1,05	
08:24:57	28,2	24	8,1	460	379	16	1 : 1,6	26	#	
08:24:59	28,8	21	8,0	394	379	14	1 : 1,6	26	#	
08:25:02	28,6	21	7,9	387	379	13	1 : 1,6	26	#	
08:25:04	28,3	22	8,0	386	381	14	1 : 1,6	26	#	
08:25:06	28,3	22	7,9	385	379	14	1 : 1,5	26	#	
08:25:09	28,2	22	7,8	385	379	14	1 : 1,5	26	#	
08:25:11	28,1	22	8,0	386	380	14	1 : 1,6	26	#	
08:25:13	27,9	22	7,9	386	380	14	1 : 1,6	26	#	
08:25:16	27,9	22	8,1	387	382	14	1 : 1,6	26	1,00	
08:25:18	27,8	22	8,0	387	382	14	1 : 1,6	26	1,01	
08:25:20	27,8	22	7,9	386	380	14	1 : 1,5	26	1,01	
08:25:22	27,8	22	8,0	386	380	14	1 : 1,6	26	1,01	
08:25:25	28,0	21	8,1	386	380	13	1 : 1,6	26	1,02	
08:25:27	28,3	21	8,1	386	382	13	1 : 1,6	26	1,02	
08:25:29	28,5	21	8,1	386	379	13	1 : 1,5	26	1,02	
08:25:32	28,6	21	8,0	385	378	13	1 : 1,5	26	1,02	
08:25:34	28,9	21	8,1	387	380	13	1 : 1,5	26	1,02	
08:25:36	28,7	21	8,0	385	381	13	1 : 1,6	26	1,01	
08:25:39	28,7	21	7,9	385	381	13	1 : 1,5	26	1,00	
08:25:41	28,5	22	7,8	386	381	14	1 : 1,6	26	0,99	
08:25:43	28,4	22	8,0	386	381	14	1 : 1,5	26	0,99	
08:25:46	28,2	22	7,9	385	380	14	1 : 1,5	26	0,98	
08:25:48	28,2	22	7,8	385	380	14	1 : 1,5	26	0,98	
08:25:50	28,1	21	7,9	385	383	14	1 : 1,5	26	0,99	
08:25:52	28,0	22	8,0	386	380	14	1 : 1,6	26	1,00	
08:25:55	27,7	22	8,0	384	379	14	1 : 1,6	26	1,00	
08:25:57	27,5	22	8,0	385	380	14	1 : 1,6	26	1,01	
08:25:59	27,7	22	7,9	385	379	14	1 : 1,6	26	1,02	
08:26:02	27,6	22	8,0	382	379	14	1 : 1,6	26	1,02	
08:26:04	27,7	22	8,0	384	379	14	1 : 1,5	26	1,01	
08:26:06	27,9	21	8,1	385	378	13	1 : 1,6	26	1,01	
08:26:09	28,0	21	8,1	384	378	13	1 : 1,5	26	1,01	
08:26:11	28,2	21	8,1	387	380	13	1 : 1,6	26	1,01	
08:26:13	28,3	21	8,1	387	380	13	1 : 1,6	26	1,02	
08:26:16	28,6	21	8,1	388	380	13	1 : 1,6	26	1,01	
08:26:18	28,6	21	8,1	384	379	13	1 : 1,6	26	1,00	
08:26:20	28,7	21	8,0	386	380	13	1 : 1,6	26	1,00	
08:26:22	28,1	22	7,8	386	380	14	1 : 1,6	26	1,01	
08:26:25	28,2	22	8,0	386	380	14	1 : 1,5	26	1,01	
08:26:27	27,7	22	8,1	385	378	14	1 : 1,5	26	1,01	
08:26:29	27,5	22	8,0	382	378	14	1 : 1,5	26	1,00	
08:26:32	27,6	22	8,0	386	380	14	1 : 1,6	26	0,99	
08:26:34	27,9	22	8,1	386	380	14	1 : 1,5	26	1,00	
08:26:36	28,0	21	8,1	385	380	13	1 : 1,5	26	1,02	
08:26:39	28,2	21	8,1	385	380	13	1 : 1,5	26	1,02	
08:26:41	28,3	21	8,1	385	378	13	1 : 1,6	26	1,03	
08:26:43	28,5	21	8,1	386	379	13	1 : 1,6	26	1,03	
08:26:46	28,4	21	8,1	384	379	13	1 : 1,6	26	1,04	
08:26:48	28,4	21	8,1	388	380	13	1 : 1,6	26	1,04	
08:26:50	28,5	21	8,1	387	380	13	1 : 1,5	26	1,05	
08:26:53	28,5	21	8,1	385	379	13	1 : 1,6	26	1,05	
08:26:55	28,5	21	8,1	384	379	13	1 : 1,5	26	1,04	
08:26:57	28,6	21	8,1	386	377	13	1 : 1,6	26	1,03	
08:26:59	28,7	21	8,0	384	377	13	1 : 1,6	26	1,01	
08:27:02	28,5	22	7,8	386	377	14	1 : 1,6	26	1,02	
08:27:04	28,5	22	8,0	383	377	14	1 : 1,6	26	1,01	
08:27:06	28,1	22	7,9	385	383	14	1 : 1,5	26	1,00	
08:27:09	28,1	22	7,8	386	380	14	1 : 1,5	26	1,00	
08:27:11	28,0	22	7,9	387	381	14	1 : 1,6	26	1,00	
08:27:13	27,8	22	8,0	384	379	14	1 : 1,6	26	1,01	
08:27:16	27,9	22	8,0	384	379	14	1 : 1,6	26	1,01	
08:27:18	27,4	22	8,0	382	379	14	1 : 1,6	26	1,02	
08:27:20	27,5	22	7,9	384	379	14	1 : 1,6	26	1,01	
08:27:23	27,4	22	8,0	383	380	14	1 : 1,6	26	1,01	
08:27:25	27,8	22	8,1	386	380	13	1 : 1,5	26	1,01	
08:27:27	27,9	21	8,1	384	378	13	1 : 1,6	26	1,01	
08:27:29	28,2	21	8,1	383	381	13	1 : 1,6	26	1,02	
08:27:32	28,3	21	8,1	385	379	13	1 : 1,6	26	1,03	
08:27:34	28,2	21	8,1	386	381	13	1 : 1,5	26	1,03	
08:27:36	28,4	21	8,1	387	379	13	1 : 1,6	26	1,03	
08:27:39	28,5	21	8,1	387	380	13	1 : 1,6	26	1,03	
08:27:41	28,4	21	8,0	386	379	13	1 : 1,6	26	1,01	
08:27:43	28,4	21	8,0	383	381	13	1 : 1,6	26	1,00	
08:27:46	28,4	21	7,8	387	381	14	1 : 1,6	26	0,99	
08:27:48	28,3	22	8,0	385	379	14	1 : 1,6	26	0,98	
08:27:50	28,0	22	7,9	383	378	14	1 : 1,5	26	0,97	
08:27:53	28,2	22	7,8	388	379	14	1 : 1,6	26	0,96	
08:27:55	27,9	22	7,9	384	378	14	1 : 1,6	26	0,97	
08:27:57	27,9	22	7,9	385	379	14	1 : 1,6	26	0,98	
08:27:59	27,7	22	8,0	383	380	14	1 : 1,6	26	0,99	
08:28:02	27,6	22	8,0	385	380	14	1 : 1,5	26	1,00	
08:28:04	27,3	22	8,0	384	380	14	1 : 1,6	26	1,01	
08:28:06	27,3	22	8,0	383	379	14	1 : 1,6	26	1,02	
08:28:09	27,5	22	8,0	384	379	14	1 : 1,6	26	1,01	
08:28:11	27,3	22	8,0	382	379	14	1 : 1,6	26	1,01	
08:28:13	27,4	22	8,0	383	381	14	1 : 1,5	26	1,01	
08:28:16	27,5	22	8,1	386	381	14	1 : 1,5	26	1,00	
08:28:18	27,8	21	8,1	384	378	13	1 : 1,6	26	1,01	
08:28:20	27,9	21	8,1	384	378	13	1 : 1,5	26	1,03	
08:28:23	27,9	21	8,1	385	380	13	1 : 1,6	26	1,04	
08:28:25	28,2	21	8,1	385	379	13	1 : 1,6	26	1,05	
08:28:27	28,1	21	8,1	386	381	13	1 : 1,5	26	1,06	
08:28:29	28,3	21	8,0	386	382	13	1 : 1,5	26	1,06	
08:28:32	28,5	21	8,1	386	379	13	1 : 1,6	26	1,06	
08:28:34	28,4	21	8,1	385	378	13	1 : 1,6	26	1,05	
08:28:36	28,5	21	8,1	384	377	13	1 : 1,6	26	1,04	
08:28:39	28,4	22	8,1	386	381	13	1 : 1,6	26	1,00	
08:28:41	28,4	22	8,0	386	381	14	1 : 1,6	26	0,99	
08:28:43	28,2	22	7,9	385	379	14	1 : 1,5	26	0,97	
08:28:46	28,1	22	7,8	385	379	14	1 : 1,5	26	0,95	
08:28:48	28,1	22	8,0	387	380	14	1 : 1,6	26	0,94	
08:28:50	28,0	22	7,9	385	381	14	1 : 1,6	26	0,97	
08:28:53	28,1	22	7,9	387	381	14	1 : 1,6	26	0,98	
08:28:55	27,9	22	7,8	385	380	14	1 : 1,5	26	0,99	
08:28:57	27,7	22	7,8	386	379	14	1 : 1,6	26	1,00	
08:29:00	27,8	22	7,9	386	380	14	1 : 1,6	26	#	
08:29:02	28,6	22	6,0	457	380	16	1 : 1,6	26	#	
08:29:04	28,9	20	6,0	397	384	14	1 : 1,5	26	#	
08:29:06	28,6	20	6,1	386	380	13	1 : 1,6	26	#	
08:29:09	28,5	19	6,0	386	381	14	1 : 1,6	26	#	
08:29:11	28,6	19	6,1	387	381	13	1 : 1,6	26	#	
08:29:13	28,7	19	6,1	384	380	13	1 : 1,5	26	#	
08:29:16	29,1	19	6,2	389	380	13	1 : 1,5	26	#	
08:29:18	29,2	19	6,1	387	378	13	1 : 1,6	26	#	
08:29:20	29,2	19	6,1	386	378	13	1 : 1,6	26	0,99	
08:29:23	29,5	19	6,0	386	379	13	1 : 1,6	26	0,99	
08:29:25	29,2	19	6,0	383	382	13	1 : 1,5	26	0,98	
08:29:27	29,2	19	6,0	386	380	13	1 : 1,6	26	0,98	
08:29:29	28,7	19	5,8	382	380	14	1 : 1,5	26	0,98	
08:29:32	28,5	19	5,9	385	378	13	1 : 1,6	26	0,98	
08:29:34	28,5	19	5,9	383	378	14	1 : 1,6	26	0,98	
08:29:36	28,4	19	6,1	383	378	13	1 : 1,6	26	0,97	
08:29:39	28,3	20	6,0	385	380	14	1 : 1,5	26	0,97	
08:29:41	28,3	20	6,1	385	380	14	1 : 1,5	26	0,97	
08:29:43	28,4	19	6,1	382	378	13	1 : 1,6	26	0,98	
08:29:46	29,0	19	6,2	388	378	13	1 : 1,6	26	0,99	
08:29:48	29,1	19	6,1	384	378	13	1 : 1,6	26	1,00	
08:29:50	29,2	19	6,1	384	378	13	1 : 1,5	26	1,00	
08:29:53	29,3	19	6,0	385	378	13	1 : 1,6	26	0,99	
08:29:55	29,3	19	6,1	383	379	13	1 : 1,6	26	0,98	
08:29:57	29,1	19	5,7	386	381	13	1 : 1,5	26	0,98	
08:30:00	29,0	19	6,0	384	381	13	1 : 1,6	26	0,98	
08:30:02	28,7	19	5,9	385	381	14	1 : 1,5	26	0,98	
08:30:04	28,5	19	5,8	384	379	14	1 : 1,6	26	0,97	
08:30:06	28,5	19	5,9	385	379	14	1 : 1,6	26	0,97	
08:30:09	28,2	20	5,9	384	381	14	1 : 1,6	26	0,97	
08:30:11	28,2	20	5,9	386	382	14	1 : 1,5	26	0,97	
08:30:13	28,1	20	6,1	384	379	14	1 : 1,5	26	0,98	
08:30:16	28,0	20	6,0	384	379	14	1 : 1,5	26	0,99	
08:30:18	28,3	20	6,1	386	380	14	1 : 1,6	26	0,99	
08:30:20	28,3	19	6,1	384	379	13	1 : 1,6	26	0,98	
08:30:23	28,4	19	6,2	384	379	13	1 : 1,6	26	0,98	
08:30:25	28,6	19	6,2	385	379	13	1 : 1,6	26	0,99	
08:30:27	28,9	19	6,1	386	379	13	1 : 1,5	26	0,99	
08:30:29	28,9	19	6,1	385	379	13	1 : 1,6	26	1,00	
08:30:32	29,0	19	6,0	388	380	13	1 : 1,6	26	1,00	
08:30:34	29,3	19	6,1	386	379	13	1 : 1,6	26	0,99	
08:30:36	29,0	19	6,1	382	378	13	1 : 1,6	26	0,98	
08:30:39	28,9	19	5,8	386	380	13	1 : 1,6	26	0,98	
08:30:41	28,7	19	6,0	384	380	13	1 : 1,6	26	0,97	
08:30:43	28,5	19	5,8	382	377	14	1 : 1,6	26	0,97	
08:30:46	28,4	19	5,8	385	380	14	1 : 1,6	26	0,97	
08:30:48	28,1	20	6,0	383	380	14	1 : 1,5	26	0,96	
08:30:50	28,2	20	5,9	385	383	14	1 : 1,6	26	0,96	
08:30:53	28,0	20	6,1	383	380	14	1 : 1,6	26	0,97	
08:30:55	28,0	20	6,0	382	382	14	1 : 1,5	26	0,98	
08:30:57	27,9	20	6,1	385	379	14	1 : 1,6	26	0,98	
08:31:00	28,1	19	6,1	385	380	13	1 : 1,6	26	0,99	
08:31:02	28,4	19	6,2	386	380	13	1 : 1,6	26	0,99	
08:31:04	28,6	19	6,1	382	379	13	1 : 1,5	26	0,99	
08:31:06	28,7	19	6,1	386	379	13	1 : 1,6	26	1,00	
08:31:09	28,8	19	6,1	386	380	13	1 : 1,6	26	1,03	
08:31:11	28,9	19	6,0	388	380	13	1 : 1,6	26	1,02	
08:31:13	28,9	19	6,1	385	379	13	1 : 1,6	26	1,01	
08:31:16	28,6	19	5,8	383	380	13	1 : 1,6	26	1,01	
08:31:18	28,4	20	6,0	384	380	14	1 : 1,6	26	1,00	
08:31:20	28,1	19	5,8	384	380	14	1 : 1,5	26	1,00	
08:31:23	28,1	19	5,9	385	380	14	1 : 1,5	26	1,00	
08:31:25	28,0	20	6,0	384	380	14	1 : 1,6	26	0,99	
08:31:27	27,8	20	6,1	385	379	14	1 : 1,6	26	0,97	
08:31:30	27,8	20	6,0	383	381	14	1 : 1,6	26	0,97	
08:31:32	27,7	20	6,0	385	381	14	1 : 1,6	26	0,98	
08:31:34	27,9	20	6,1	387	380	14	1 : 1,5	26	0,99	
08:31:36	27,9	20	6,1	382	378	14	1 : 1,5	26	0,99	
08:31:39	27,9	19	6,1	384	379	13	1 : 1,6	26	0,99	
08:31:41	28,2	19	6,2	384	378	13	1 : 1,6	26	0,99	
08:31:43	28,3	19	6,2	386	379	13	1 : 1,5	26	0,99	
08:31:46	28,6	19	6,1	388	380	13	1 : 1,6	26	1,00	
08:31:48	28,7	19	6,1	385	380	13	1 : 1,5	26	1,01	
08:31:50	28,8	19	6,0	387	379	13	1 : 1,5	26	1,00	
08:31:53	28,7	19	6,1	383	379	13	1 : 1,5	26	0,99	
08:31:55	28,5	19	5,8	385	378	14	1 : 1,5	26	0,99	
08:31:57	28,4	19	6,0	382	378	13	1 : 1,5	26	0,98	
08:32:00	28,1	20	5,8	385	380	14	1 : 1,6	26	0,98	
08:32:02	28,1	20	5,8	384	378	14	1 : 1,5	26	0,98	
08:32:04	27,8	20	6,0	381	378	14	1 : 1,5	26	0,97	
08:32:06	27,7	20	6,0	383	378	14	1 : 1,6	26	0,97	
08:32:09	27,7	20	6,1	384	380	14	1 : 1,5	26	0,98	
08:32:11	27,7	20	6,0	384	383	14	1 : 1,5	26	0,98	
08:32:13	27,6	20	6,1	384	380	14	1 : 1,6	26	0,99	
08:32:16	27,7	20	6,1	385	379	14	1 : 1,6	26	0,99	
08:32:18	28,0	19	6,1	385	380	13	1 : 1,6	26	0,99	
08:32:20	28,1	19	6,2	384	380	13	1 : 1,5	26	0,99	
08:32:23	28,4	19	6,2	386	380	13	1 : 1,5	26	1,00	
08:32:25	28,5	19	6,1	386	379	13	1 : 1,6	26	1,00	
08:32:27	28,4	19	6,1	384	379	13	1 : 1,6	26	1,00	
08:32:30	28,6	19	6,0	387	381	13	1 : 1,6	26	1,01	
08:32:32	28,6	19	6,0	387	381	13	1 : 1,6	26	1,00	
08:32:34	28,6	19	6,1	385	379	13	1 : 1,5	26	1,00	
08:32:36	28,5	19	6,1	383	378	13	1 : 1,5	26	0,99	
08:32:39	28,3	19	5,8	387	381	14	1 : 1,6	26	0,97	
08:32:41	28,3	20	6,0	384	379	14	1 : 1,6	26	0,97	
08:32:43	28,0	20	5,8	383	381	14	1 : 1,5	26	0,96	
08:32:46	28,0	20	5,8	386	380	14	1 : 1,6	26	0,96	
08:32:48	27,9	20	5,9	385	380	14	1 : 1,5	26	0,96	
08:32:50	27,8	20	5,9	386	378	14	1 : 1,6	26	0,97	
08:32:53	27,6	20	6,1	383	378	14	1 : 1,6	26	0,97	
08:32:55	27,5	20	6,0	383	379	14	1 : 1,6	26	0,98	
08:32:57	27,6	20	6,0	385	380	14	1 : 1,6	26	0,99	
08:33:00	27,5	20	6,1	384	378	14	1 : 1,5	26	0,99	
08:33:02	27,9	20	6,1	384	380	13	1 : 1,5	26	0,99	
